Traffic_Level,ID,Delivery_person_ID,weather_description,Type_of_order,Type_of_vehicle,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,temperature,humidity,precipitation,Distance (km),TARGET
High,2577,MYSRES04DEL03,broken clouds,Meal,motorcycle,21,4.9,12.3085,76.665.808,12.3985,76.755.808,18.43,82,0,19.64,4.128.333.333
High,4858,BANGRES02DEL01,mist,Drinks,motorcycle,39,4.6,12.970.221,77.645.396,13.040.221,77.715.396,19.49,93,0,14.96,4.691.666.667
High,334D,SURRES010DEL02,clear sky,Buffet,motorcycle,28,4.1,2.117.106,72.789.292,2.130.106,72.919.292,22.81,43,0,23.65,46.1
High,789A,RANCHIRES06DEL03,mist,Buffet,motorcycle,26,4.2,23.357.804,85.325.146,23.417.804,85.385.146,16.27,94,0,12.12,36.2
High,CE8E,LUDHRES20DEL02,clear sky,Meal,motorcycle,28,4.5,30.885.915,75.788.259,30.965.915,75.868.259,18.85,57,0,21.26,3.158.333.333
High,BF98,BHPRES010DEL01,clear sky,Drinks,scooter,29,4.6,23.266.261,77.379.605,23.376.261,77.489.605,18.42,57,0,28.01,52.35
High,7DB4,PUNERES01DEL01,clear sky,Meal,scooter,21,4.6,18.569.156,73.774.723,18.639.156,73.844.723,18.98,65,0,18.2,4.016.666.667
High,B391,MUMRES02DEL01,clear sky,Drinks,scooter,38,3.8,19.221.315,72.862.381,19.291.315,72.932.381,26.81,48,0,14.75,4.451.666.667
High,3A24,HYDRES19DEL01,broken clouds,Meal,motorcycle,27,4.2,17.458.998,78.500.366,17.528.998,78.570.366,21.14,65,0,14.67,3.976.666.667
High,6.90E+09,COIMBRES07DEL01,mist,Buffet,electric_scooter,29,4.8,1.096.185,76.971.082,1.103.185,77.041.082,25.01,73,0,16.24,3.933.333.333
High,2DC9,HYDRES01DEL03,broken clouds,Meal,motorcycle,31,4.9,17.410.371,78.437.225,17.500.371,78.527.225,21.18,64,0,18.49,4.103.333.333
High,9F63,INDORES08DEL03,clear sky,Drinks,scooter,21,4.6,22.725.748,75.898.497,22.815.748,75.988.497,17.22,53,0,22.38,4.761.666.667
High,6923,BANGRES09DEL02,mist,Snack,motorcycle,25,4.7,12.934.179,77.615.797,12.984.179,77.665.797,19.7,92,0,11.88,3.926.666.667
High,C2C8,KOLRES03DEL01,haze,Buffet,motorcycle,38,4.3,22.526.461,88.364.453,22.636.461,88.474.453,22.98,83,0,23.61,4.703.333.333
High,91B3,BANGRES12DEL01,mist,Drinks,electric_scooter,39,5,12.939.496,77.625.999,13.009.496,77.695.999,19.64,93,0,15.89,4.426.666.667
High,7D8A,COIMBRES14DEL02,mist,Buffet,motorcycle,27,5,11.003.681,76.975.525,11.083.681,77.055.525,24.97,73,0,15.83,3.908.333.333
High,24D8,SURRES19DEL01,clear sky,Drinks,motorcycle,25,4.5,21.149.669,72.772.629,21.219.669,72.842.629,23.11,43,0,14.03,4.023.333.333
High,AC10,MUMRES010DEL03,smoke,Buffet,scooter,24,4.9,19.003.517,7.282.765,19.093.517,7.291.765,27.01,44,0,16.88,47.5
High,1.60E+07,RANCHIRES06DEL01,mist,Meal,electric_scooter,33,4.8,23.357.804,85.325.146,23.427.804,85.395.146,16.25,94,0,23.65,4.873.333.333
High,B8B5,SURRES17DEL01,clear sky,Buffet,motorcycle,27,4.8,21.149.569,72.772.697,21.259.569,72.882.697,22.89,43,0,24.21,4.718.333.333
High,BBD 4.00,BANGRES010DEL01,mist,Drinks,motorcycle,25,4.7,12.933.298,77.614.293,13.003.298,77.684.293,19.55,92,0,16.31,5.008.333.333
High,59BE,HYDRES05DEL01,broken clouds,Drinks,motorcycle,31,4.8,17.433.809,78.386.744,17.503.809,78.456.744,21.36,64,0,16.12,4.701.666.667
High,9529,HYDRES13DEL02,overcast clouds,Drinks,scooter,22,4.6,17.431.477,7.840.035,17.511.477,7.848.035,21.27,64,0,20.07,5.418.333.333
High,92C6,PUNERES13DEL01,clear sky,Drinks,motorcycle,36,4.6,1.856.245,73.916.619,1.860.245,73.956.619,19.06,65,0,12.6,4.086.666.667
High,A69A,PUNERES16DEL01,clear sky,Meal,motorcycle,38,4.8,18.536.718,73.830.327,18.606.718,73.900.327,19.02,65,0,14.16,3.461.666.667
High,A1D5,RANCHIRES04DEL01,clear sky,Drinks,motorcycle,22,4.9,23.359.033,85.325.347,23.469.033,85.435.347,16.25,67,0,19.03,43.4
High,1BD6,COIMBRES010DEL02,mist,Drinks,scooter,31,4.1,11.003.008,7.697.544,11.083.009,7.705.544,24.97,73,0,15.72,4.458.333.333
High,9A02,MYSRES010DEL01,broken clouds,Drinks,scooter,34,5,12.321.214,76.621.094,12.431.214,76.731.094,17.95,82,0,22.84,4.518.333.333
High,D8AB,GOARES07DEL01,scattered clouds,Buffet,motorcycle,32,4.5,15.561.295,73.749.478,15.631.295,73.819.478,25.8,59,0,17.43,40.1
High,E38,JAPRES09DEL02,haze,Buffet,motorcycle,35,4.7,26.911.378,75.789.034,26.991.378,75.869.034,19.9,68,0,16.93,35.25
High,C546,AURGRES17DEL02,mist,Snack,motorcycle,35,4.8,19.876.994,75.372.353,19.956.994,75.452.353,16.42,82,0,15.07,41.3
High,4DBB,HYDRES18DEL01,broken clouds,Snack,motorcycle,36,4.4,17.450.851,78.379.347,17.520.851,78.449.347,21.25,64,0,14.97,4.408.333.333
High,200C,BANGRES15DEL03,mist,Snack,scooter,37,4.8,12.975.377,77.696.664,13.035.377,77.756.664,19.41,93,0,19.97,4.376.666.667
High,86B8,INDORES09DEL01,haze,Buffet,scooter,37,4.2,22.725.835,75.887.648,22.795.835,75.957.648,17.15,72,0,16.74,3.823.333.333
High,4229,INDORES06DEL01,clear sky,Snack,motorcycle,38,4.3,22.728.163,75.884.212,22.838.163,75.994.212,17.26,53,0,21.76,4.268.333.333
High,55B5,SURRES01DEL03,clear sky,Meal,scooter,27,4.6,21.186.438,72.794.115,21.276.438,72.884.115,22.88,43,0,17.94,3.651.666.667
High,6CD2,MYSRES09DEL02,broken clouds,Meal,motorcycle,25,5,12.323.194,76.630.583,12.453.194,76.760.583,18.02,82,0,25.47,3.866.666.667
High,BD10,PUNERES06DEL01,clear sky,Drinks,motorcycle,21,4.7,18.546.258,73.904.337,18.616.258,73.974.337,19.33,65,0,16.78,5.408.333.333
High,793F,HYDRES16DEL02,broken clouds,Meal,motorcycle,37,4.9,17.440.827,78.393.391,17.490.827,78.443.391,21.32,64,0,13.63,3.266.666.667
High,5CD4,SURRES06DEL03,clear sky,Drinks,scooter,39,4.4,21.185.047,7.280.859,21.275.047,7.289.859,22.85,43,0,20.55,4.848.333.333
High,B13D,RANCHIRES06DEL03,mist,Buffet,scooter,38,4.7,23.357.804,85.325.146,23.417.804,85.385.146,16.17,94,0,12.12,36.2
High,27AA,MUMRES010DEL02,smoke,Drinks,motorcycle,32,3.9,19.003.517,7.282.765,19.083.517,7.290.765,27,44,0,14.83,52.85
High,7420,HYDRES18DEL01,broken clouds,Snack,motorcycle,32,4.5,17.450.851,78.379.347,17.520.851,78.449.347,21.25,64,0,14.97,4.393.333.333
High,286B,BANGRES18DEL03,mist,Drinks,motorcycle,32,4.7,12.913.041,77.683.237,12.943.041,77.713.237,19.95,93,0,11.06,43.05
High,A8F4,JAPRES03DEL02,clear sky,Drinks,scooter,20,4.6,26.913.483,75.803.139,27.043.483,75.933.139,19.83,47,0,27.58,5.253.333.333
High,94DB,MUMRES16DEL01,smoke,Drinks,scooter,25,4.7,19.120.083,72.907.385,19.190.083,72.977.385,27,44,0,14.32,46.05
High,41FF,BANGRES12DEL01,mist,Meal,scooter,26,4.6,12.939.496,77.625.999,13.049.496,77.735.999,19.36,93,0,23.65,4.841.666.667
High,CAC8,BHPRES18DEL03,clear sky,Buffet,motorcycle,39,4.2,23.234.631,77.401.663,23.324.631,77.491.663,18.19,58,0,18.72,4.466.666.667
High,B138,RANCHIRES09DEL01,clear sky,Snack,scooter,28,4.9,23.351.058,85.325.731,23.461.058,85.435.731,16.26,67,0,18.15,37.05
High,4DBC,CHENRES07DEL03,scattered clouds,Drinks,motorcycle,37,4,13.081.878,80.248.519,13.141.878,80.308.519,26.39,88,0,12.17,42.85
High,6C30,JAPRES05DEL03,clear sky,Drinks,motorcycle,25,4.6,26.905.287,75.794.592,26.995.287,75.884.592,19.94,46,0,17.7,4.693.333.333
High,6AAB,HYDRES09DEL02,overcast clouds,Meal,electric_scooter,27,5,17.431.668,78.408.321,17.511.668,78.488.321,21.23,64,0,21.05,4.626.666.667
High,3A65,SURRES03DEL02,clear sky,Drinks,motorcycle,36,4.1,21.186.884,72.793.616,21.266.884,72.873.616,22.9,43,0,17.73,4.406.666.667
High,1459,BANGRES03DEL03,fog,Buffet,motorcycle,27,4.4,12.979.166,77.640.709,13.069.166,77.730.709,19.22,93,0,23.64,4.161.666.667
High,ADCD,COIMBRES20DEL01,mist,Meal,motorcycle,36,4.3,10.994.136,76.963.303,11.104.136,77.073.303,25.05,73,0,20.02,43.25
High,C22B,AURGRES05DEL02,mist,Snack,motorcycle,20,4.2,19.875.522,75.367.127,19.955.522,75.447.127,16.42,82,0,15.53,41.05
High,A757,BANGRES04DEL01,fog,Buffet,scooter,31,3.5,1.298.041,77.640.489,1.309.041,77.750.489,19.07,93,0,26.16,4.506.666.667
High,E60,HYDRES07DEL01,broken clouds,Meal,motorcycle,29,4.6,17.424.114,78.347.554,17.494.114,78.417.554,21.32,65,0,16.42,3.513.333.333
High,358D,VADRES03DEL01,haze,Meal,motorcycle,24,4.6,22.32,73.17,22.43,73.28,18.94,82,0,23.45,39.35
High,B976,HYDRES04DEL03,broken clouds,Meal,motorcycle,21,4.4,17.411.028,78.329.645,17.501.028,78.419.645,21.33,65,0,19.08,40.7
High,229B,CHENRES01DEL01,mist,Buffet,motorcycle,38,3.6,13.005.801,80.250.744,13.075.801,80.320.744,26.49,87,0,13.34,40.05
High,9397,HYDRES20DEL02,broken clouds,Meal,scooter,26,4.7,17.483.216,78.552.111,17.563.216,78.632.111,21.29,66,0,14.61,3.588.333.333
High,7793,BANGRES03DEL02,fog,Drinks,motorcycle,31,4.4,12.979.166,77.640.709,13.109.166,77.770.709,19.04,93,0,29.32,5.456.666.667
High,91FC,INDORES06DEL02,haze,Snack,motorcycle,39,4.9,22.728.163,75.884.212,22.808.163,75.964.212,17.19,72,0,16.78,3.916.666.667
High,9AA2,SURRES02DEL02,clear sky,Drinks,scooter,39,4.7,21.186.608,72.794.136,21.316.608,72.924.136,22.76,43,0,22.99,50.4
High,3B8B,MYSRES02DEL02,broken clouds,Buffet,motorcycle,33,4.7,12.304.569,76.643.622,12.384.569,76.723.622,18.34,82,0,15.88,3.973.333.333
High,2837,INDORES05DEL03,clear sky,Snack,motorcycle,33,4.5,22.727.021,75.884.167,22.817.021,75.974.167,17.23,53,0,19.08,3.888.333.333
High,737E,COIMBRES08DEL01,mist,Drinks,motorcycle,20,4.8,11.001.852,76.976.268,11.111.852,77.086.268,25.12,73,0,20.42,55.55
High,D617,DEHRES05DEL01,clear sky,Meal,motorcycle,33,4.3,30.346.994,78.062.543,30.416.994,78.132.543,12.95,78,0,16.01,4.396.666.667
High,C8C,SURRES06DEL02,clear sky,Meal,motorcycle,28,4.9,21.185.047,7.280.859,21.265.047,7.288.859,22.86,43,0,16.63,3.383.333.333
High,B4B7,BANGRES02DEL01,fog,Meal,motorcycle,33,4.7,12.970.221,77.645.396,13.080.221,77.755.396,19.23,93,0,22.64,46.55
High,5781,BANGRES03DEL01,fog,Snack,motorcycle,38,4.8,12.979.166,77.640.709,13.089.166,77.750.709,19.07,93,0,27.36,5.208.333.333
High,3D26,CHENRES02DEL02,mist,Drinks,motorcycle,27,4.7,13.086.438,80.220.672,13.136.439,80.270.672,26.36,88,0,11.32,4.816.666.667
High,C4E6,BHPRES18DEL03,clear sky,Meal,scooter,23,4.9,23.234.631,77.401.663,23.294.631,77.461.663,22.46,42,0,14.26,3.633.333.333
High,25AA,RANCHIRES17DEL02,mist,Snack,motorcycle,32,4.9,23.374.878,85.335.739,23.424.878,85.385.739,21.27,78,0,10.37,3.971.666.667
High,DD31,KNPRES14DEL03,clear sky,Meal,motorcycle,32,4.6,26.463.504,80.372.929,26.553.504,80.462.929,22.99,43,0,18.27,3.618.333.333
High,A00A,BANGRES09DEL02,haze,Buffet,electric_scooter,21,4.6,12.934.179,77.615.797,12.984.179,77.665.797,23.18,73,0,11.88,3.776.666.667
High,B7DD,VADRES05DEL02,haze,Buffet,motorcycle,21,4.9,22.310.526,73.170.937,22.390.526,73.250.937,25.99,57,0,16.43,3.518.333.333
High,DE58,KNPRES09DEL02,clear sky,Buffet,motorcycle,35,4.6,26.473.698,80.352.677,26.553.698,80.432.677,25.47,42,0,19.51,4.093.333.333
High,194D,BANGRES03DEL02,haze,Meal,scooter,39,4.7,12.979.166,77.640.709,13.109.166,77.770.709,21.7,73,0,29.32,42.2
High,2A28,JAPRES02DEL03,clear sky,Buffet,motorcycle,33,4.7,26.914.142,75.805.704,27.004.142,75.895.704,23.93,28,0,16.42,3.558.333.333
High,AE8D,VADRES010DEL01,haze,Snack,scooter,27,4.8,22.310.329,73.169.083,22.420.329,73.279.083,25.92,57,0,20.91,4.483.333.333
High,3BDC,JAPRES08DEL02,haze,Snack,motorcycle,26,4.6,26.910.262,75.783.013,26.960.262,75.833.013,22.91,46,0,17.05,43.25
High,525,MUMRES20DEL02,smoke,Snack,electric_scooter,29,4.6,19.103.249,72.846.749,19.153.249,72.896.749,28.42,54,0,13.3,49.6
High,E05A,AURGRES14DEL03,haze,Buffet,electric_scooter,39,4.2,19.875.016,75.322.405,19.965.016,75.412.405,21.15,60,0,16.62,48.3
High,5B2B,HYDRES03DEL03,haze,Snack,electric_scooter,33,4.8,17.422.819,78.449.578,17.512.819,78.539.578,23.8,57,0,18.46,4.503.333.333
High,3C7B,MUMRES07DEL03,smoke,Drinks,scooter,35,4.8,19.091.458,72.827.808,19.151.458,72.887.808,28.49,54,0,16.26,5.603.333.333
High,2DBE,MUMRES17DEL01,smoke,Buffet,electric_scooter,22,4.9,19.121.999,72.908.493,19.191.999,72.978.493,29,54,0,14.7,3.988.333.333
High,3476,COIMBRES14DEL03,haze,Drinks,motorcycle,33,4.8,11.003.681,76.975.525,11.093.681,77.065.525,26,65,0,16.82,4.368.333.333
High,F6C,PUNERES18DEL01,clear sky,Buffet,motorcycle,28,5,18.593.481,73.785.901,18.703.481,73.895.901,22.51,48,0,21.63,4.573.333.333
High,DD03,KNPRES010DEL01,clear sky,Buffet,motorcycle,21,4.8,2.647.775,80.351.569,2.658.775,80.461.569,22.97,43,0,23.89,41.1
High,57FB,COIMBRES12DEL02,haze,Buffet,motorcycle,35,4.5,11.000.762,76.981.876,11.080.762,77.061.876,26.01,65,0,16.18,38.15
High,9D8E,VADRES19DEL02,haze,Snack,scooter,24,4.7,22.311.844,73.165.081,22.391.844,73.245.081,25.99,57,0,16,3.661.666.667
High,22DC,JAPRES010DEL03,clear sky,Buffet,scooter,31,4.7,26.921.411,75.793.604,27.011.411,75.883.604,23.9,28,0,18.36,3.601.666.667
High,15BC,MUMRES07DEL03,smoke,Meal,scooter,25,5,19.091.458,72.827.808,19.151.458,72.887.808,28.49,54,0,16.26,47
High,75D1,INDORES06DEL01,haze,Snack,motorcycle,38,4.5,22.728.163,75.884.212,22.798.163,75.954.212,23.17,60,0,16.54,39.75
High,918E,INDORES18DEL01,clear sky,Drinks,motorcycle,24,4.6,22.753.839,75.897.429,22.863.838,76.007.429,23.32,43,0,25.66,5.158.333.333
High,8DBE,COIMBRES06DEL01,haze,Buffet,motorcycle,37,4.6,11.021.278,76.995.017,11.131.278,77.105.017,26.2,65,0,21.79,4.496.666.667
High,7185,JAPRES08DEL02,haze,Meal,motorcycle,22,4.6,26.910.262,75.783.013,26.990.262,75.863.013,23.8,46,0,16.11,3.353.333.333
High,C23F,GOARES01DEL01,scattered clouds,Meal,motorcycle,35,3.7,15.576.683,7.375.575,15.686.683,7.386.575,28.33,67,0,24.13,40.8
High,2E6F,BANGRES15DEL01,haze,Meal,scooter,33,4.7,12.975.377,77.696.664,13.085.377,77.806.664,21.87,74,0,23.86,4.196.666.667
High,BEC 5.00,PUNERES05DEL01,clear sky,Buffet,scooter,23,4.9,18.543.626,73.905.101,18.653.626,74.015.101,23.58,47,0,23.64,4.093.333.333
High,39B4,BANGRES15DEL02,haze,Buffet,scooter,21,4.6,12.975.377,77.696.664,13.055.377,77.776.664,22.36,74,0,23.73,4.878.333.333
High,1910,MUMRES15DEL03,smoke,Buffet,scooter,22,4.6,19.176.269,72.836.721,19.236.269,72.896.721,28.14,54,0,11.79,3.961.666.667
High,D638,KNPRES15DEL03,clear sky,Drinks,motorcycle,38,4.6,26.482.419,80.320.939,26.572.419,80.410.939,25.62,42,0,19.1,5.473.333.333
High,212F,PUNERES06DEL01,clear sky,Drinks,motorcycle,35,4.9,18.546.258,73.904.337,18.656.258,74.014.337,23.58,47,0,22.85,4.813.333.333
High,1190,INDORES20DEL02,haze,Snack,motorcycle,39,4.3,22.732.225,75.874.765,22.812.225,75.954.765,23.16,60,0,17.09,4.328.333.333
High,4016,MYSRES04DEL01,clear sky,Drinks,motorcycle,38,4.6,12.3085,76.665.808,12.4185,76.775.808,20.5,68,0,26.27,47.05
High,4D43,RANCHIRES13DEL02,scattered clouds,Buffet,scooter,35,4.6,23.374.989,85.335.486,23.504.989,85.465.486,20.85,63,0,23.58,4.838.333.333
High,1993,JAPRES14DEL03,haze,Drinks,motorcycle,32,4.7,2.688.842,75.800.689,2.697.842,75.890.689,23.97,46,0,16.19,4.251.666.667
High,BDCE,BANGRES04DEL03,haze,Meal,motorcycle,33,3.8,1.298.041,77.640.489,1.307.041,77.730.489,22.14,74,0,26.2,35.2
High,6244,COIMBRES05DEL03,haze,Snack,motorcycle,22,4.1,11.022.169,76.999.594,11.112.169,77.089.594,26.11,65,0,17.69,3.873.333.333
High,95BC,JAPRES02DEL02,clear sky,Snack,scooter,35,4.7,26.914.142,75.805.704,26.994.142,75.885.704,23.97,28,0,15,36.7
High,121D,JAPRES07DEL01,haze,Buffet,motorcycle,32,4.7,26.766.536,75.837.333,26.836.536,75.907.333,24.18,46,0,15.66,3.461.666.667
High,9AD2,RANCHIRES17DEL03,mist,Snack,motorcycle,36,4.3,23.374.878,85.335.739,23.464.878,85.425.739,21.21,78,0,17.3,4.411.666.667
High,A223,JAPRES13DEL03,haze,Drinks,motorcycle,28,5,26.846.156,758.023,26.936.156,758.923,24.02,46,0,18.91,4.716.666.667
High,B408,HYDRES19DEL03,haze,Snack,scooter,38,3.7,17.458.998,78.500.366,17.548.998,78.590.366,23.74,57,0,22.23,3.896.666.667
High,18AD,INDORES11DEL03,clear sky,Drinks,scooter,38,4.8,22.751.234,7.588.949,22.841.234,7.597.949,23.22,44,0,19.6,46.3
High,C5C7,ALHRES19DEL03,clear sky,Drinks,scooter,29,4.9,25.457.116,81.859.682,25.547.116,81.949.682,25.06,44,0,29.05,4.948.333.333
High,4DD0,COIMBRES12DEL01,haze,Snack,scooter,30,5,11.000.762,76.981.876,11.110.762,77.091.876,26.11,65,0,21.09,4.663.333.333
High,7D96,COIMBRES06DEL03,haze,Meal,motorcycle,26,4,11.021.278,76.995.017,11.111.278,77.085.017,26.11,65,0,17.58,35.9
High,81AD,INDORES02DEL01,haze,Snack,motorcycle,37,5,22.651.847,75.881.991,22.721.847,75.951.991,23.07,60,0,16.29,3.663.333.333
High,DA07,AGRRES010DEL03,clear sky,Drinks,electric_scooter,33,4.9,27.163.303,78.057.044,27.193.303,78.087.044,25.95,37,0,7.93,4.466.666.667
High,99FD,INDORES12DEL03,clear sky,Meal,electric_scooter,25,4.9,2.274.806,758.934,2.283.806,759.834,23.22,44,0,18.76,3.603.333.333
High,7D22,SURRES13DEL02,clear sky,Buffet,motorcycle,26,5,21.170.096,72.789.122,21.250.096,72.869.122,24.94,43,0,15.72,3.503.333.333
High,684A,PUNERES01DEL02,clear sky,Drinks,motorcycle,39,4.3,18.569.156,73.774.723,18.619.156,73.824.723,22.46,50,0,14.01,44
High,3B85,PUNERES05DEL03,clear sky,Drinks,motorcycle,25,4.6,18.543.626,73.905.101,18.603.626,73.965.101,23.03,48,0,15.58,44.8
High,E245,GOARES02DEL02,scattered clouds,Buffet,motorcycle,24,4.9,15.585.658,73.743.606,15.715.658,73.873.606,28.34,66,0,27.83,4.351.666.667
High,1D1F,INDORES17DEL01,clear sky,Buffet,motorcycle,28,4.7,22.761.226,75.887.522,22.871.226,75.997.522,23.32,43,0,25.48,47.8
High,3842,RANCHIRES06DEL01,mist,Snack,scooter,25,4.4,23.357.804,85.325.146,23.427.804,85.395.146,21.25,78,0,23.65,5.281.666.667
High,7975,JAPRES08DEL02,clear sky,Meal,electric_scooter,36,4.9,26.910.262,75.783.013,27.040.262,75.913.013,23.88,29,0,25.29,4.378.333.333
High,3D6B,MUMRES19DEL02,smoke,Snack,scooter,27,4.9,19.131.141,72.813.074,19.181.141,72.863.074,28.81,54,0,14.37,46.15
High,A130,MUMRES06DEL01,smoke,Buffet,electric_scooter,22,4.3,19.055.831,72.833.984,19.125.831,72.903.984,28.84,54,0,19.61,4.648.333.333
High,1D0C,SURRES12DEL03,clear sky,Buffet,motorcycle,38,4.9,21.183.434,72.814.492,21.273.434,72.904.492,24.91,42,0,17.3,37.55
High,C44C,BHPRES08DEL02,clear sky,Snack,motorcycle,27,4.9,23.232.537,77.429.845,23.312.537,77.509.845,21.94,43,0,20.99,4.488.333.333
High,CB2E,BHPRES20DEL02,clear sky,Meal,scooter,22,4.8,23.235.123,77.398.886,23.285.123,77.448.886,22.46,42,0,12.2,3.141.666.667
High,AED 0.00,JAPRES15DEL03,haze,Drinks,motorcycle,26,4.9,26.891.191,75.802.083,26.981.191,75.892.083,23.97,46,0,17.59,4.423.333.333
High,4EFD,MUMRES08DEL03,smoke,Buffet,electric_scooter,23,4.7,19.065.838,72.832.658,19.125.838,72.892.658,28.87,54,0,15.35,4.298.333.333
High,695,MUMRES19DEL02,smoke,Meal,bicycle,29,4.6,19.131.141,72.813.074,19.181.141,72.863.074,28.81,54,0,14.37,4.211.666.667
High,7FD0,MYSRES02DEL03,clear sky,Snack,motorcycle,39,4.8,12.304.569,76.643.622,12.394.569,76.733.622,20.7,67,0,22.37,4.561.666.667
High,138A,COIMBRES07DEL03,haze,Snack,motorcycle,29,4.6,1.096.185,76.971.082,1.102.185,77.031.082,25.99,65,0,14.95,4.253.333.333
High,33AD,BANGRES15DEL02,haze,Snack,scooter,20,4.6,12.975.377,77.696.664,13.105.377,77.826.664,21.56,73,0,26.95,5.028.333.333
High,4FF6,JAPRES09DEL02,haze,Drinks,scooter,32,4.6,26.911.378,75.789.034,26.991.378,75.869.034,23.9,46,0,16.87,4.258.333.333
High,B55F,COIMBRES15DEL01,haze,Drinks,scooter,33,4.8,11.006.686,76.951.736,11.116.686,77.061.736,26.12,65,0,20.35,5.228.333.333
High,1FC8,SURRES010DEL02,clear sky,Snack,motorcycle,21,4.5,2.117.106,72.789.292,2.125.106,72.869.292,24.94,43,0,14.52,3.556.666.667
High,D75E,GOARES010DEL01,scattered clouds,Meal,motorcycle,22,4.9,15.546.594,73.760.431,15.656.594,73.870.431,28.42,67,0,21.05,4.013.333.333
High,8B87,HYDRES08DEL02,haze,Snack,motorcycle,37,4.5,17.438.263,78.397.865,17.518.263,78.477.865,23.77,57,0,20.2,4.628.333.333
High,5CDD,BANGRES12DEL02,haze,Drinks,scooter,34,4.7,12.939.496,77.625.999,13.019.496,77.705.999,22.77,74,0,18.45,4.613.333.333
High,1.00E+40,MYSRES02DEL01,clear sky,Buffet,motorcycle,39,4.4,12.304.569,76.643.622,12.414.569,76.753.622,20.58,68,0,25.83,40.05
High,11A5,MYSRES12DEL01,clear sky,Buffet,scooter,35,3.7,12.284.747,76.625.861,12.354.747,76.695.861,20.61,67,0,16.95,41.15
High,C549,KNPRES12DEL03,clear sky,Snack,electric_scooter,24,4.5,26.492.106,80.327.797,26.552.106,80.387.797,25.62,42,0,13.77,38.3
High,6A16,PUNERES17DEL02,clear sky,Meal,scooter,30,3.7,18.530.963,73.828.972,18.610.963,73.908.972,22.71,48,0,16.78,4.161.666.667
High,DDF9,LUDHRES010DEL02,clear sky,Snack,motorcycle,38,4.1,3.089.286,75.822.199,3.097.286,75.902.199,23.77,38,0,16.7,4.066.666.667
High,5180,VADRES05DEL01,haze,Drinks,motorcycle,20,4.9,22.310.526,73.170.937,22.420.526,73.280.937,25.92,57,0,21.29,5.148.333.333
High,26A7,CHENRES03DEL02,overcast clouds,Meal,scooter,39,5,13.091.809,80.219.104,13.141.809,80.269.104,28.4,82,0,22.03,4.838.333.333
High,44FC,BANGRES19DEL01,haze,Meal,motorcycle,38,4.9,12.914.264,776.784,12.984.264,777.484,23.09,73,0,19.58,4.111.666.667
High,6.50E+01,JAPRES03DEL02,clear sky,Meal,motorcycle,33,4.8,26.913.483,75.803.139,26.993.483,75.883.139,23.96,28,0,14.89,3.131.666.667
High,2C32,RANCHIRES05DEL02,scattered clouds,Snack,motorcycle,29,4.6,23.355.164,85.324.097,23.485.164,85.454.097,21.21,63,0,21.92,48.3
High,422B,MUMRES15DEL03,smoke,Drinks,scooter,23,4.6,19.176.269,72.836.721,19.236.269,72.896.721,28.14,54,0,11.79,4.658.333.333
High,B494,JAPRES09DEL01,clear sky,Meal,motorcycle,38,4.3,26.911.378,75.789.034,27.021.378,75.899.034,23.88,28,0,20.37,4.208.333.333
High,A0EC,SURRES02DEL02,clear sky,Meal,motorcycle,29,4.8,21.186.608,72.794.136,21.266.608,72.874.136,24.93,43,0,17.99,3.573.333.333
High,3642,MUMRES16DEL02,smoke,Snack,scooter,20,4.8,19.120.083,72.907.385,19.200.083,72.987.385,29.05,54,0,19.11,4.586.666.667
High,A10D,INDORES11DEL01,clear sky,Meal,electric_scooter,21,4.7,22.751.234,7.588.949,22.861.234,7.599.949,23.32,43,0,22.02,4.341.666.667
High,B710,PUNERES09DEL03,clear sky,Snack,scooter,35,4.6,18.536.562,73.896.485,18.596.562,73.956.485,23.03,48,0,15.37,4.051.666.667
High,9445,MUMRES12DEL03,clear sky,Snack,motorcycle,36,4.5,19.207.222,72.972.281,19.297.222,73.062.281,28.96,52,0,18.24,37.8
High,DBEF,KOCRES20DEL01,mist,Snack,motorcycle,35,4.9,9.979.186,76.317.361,10.049.186,76.387.361,27,89,0,16.03,43.55
High,17F7,HYDRES16DEL01,haze,Meal,electric_scooter,29,4.7,17.440.827,78.393.391,17.510.827,78.463.391,23.84,57,0,16.25,3.936.666.667
High,C8EE,LUDHRES01DEL02,clear sky,Snack,motorcycle,21,4.9,30.873.988,75.842.739,30.953.988,75.922.739,23.72,39,0,17.3,4.031.666.667
High,A195,BANGRES15DEL01,haze,Buffet,scooter,38,4.9,12.975.377,77.696.664,13.045.377,77.766.664,22.52,74,0,19.23,3.906.666.667
High,C90E,ALHRES17DEL03,clear sky,Drinks,scooter,25,4.8,2.545.235,81.841.889,2.554.235,81.931.889,25.19,43,0,17.18,4.476.666.667
High,ADD9,BANGRES09DEL03,haze,Meal,scooter,21,4.6,12.934.179,77.615.797,13.024.179,77.705.797,22.77,74,0,17.66,4.303.333.333
High,5539,MUMRES03DEL02,clear sky,Meal,scooter,35,4.9,1.922.384,72.841.347,1.927.384,72.891.347,29.01,53,0,10.56,3.136.666.667
High,60C5,COIMBRES20DEL01,haze,Snack,motorcycle,20,4.8,10.994.136,76.963.303,11.104.136,77.073.303,26.05,65,0,20.02,45.25
